Comentario Original;text;Polaridad Manual;Polaridad Obtenida
Excelente profesor brinda conocimientos actuales independientemente de la materia y de gran utilidad;excelent  brindaconoc actual independient       util;positive;positive
El profesor no usa material de apoyo para impartir su clase, solo es un monólogo;  no usa   apoy  impart      monolog;negative;neutral
El profesor cuenta con buenos conocimientos, y ejemplos claros de cada tema nuevo;    buenosconoc   clar    nuev;positive;positive
TIENE MUCHA EXPERIENCIA EXTERIOR, Y ES INTERESANTE CUANDO NO LAS COMPARTE.;tien   exterior   interes  no  compart;positive;negative
ESPERO QUE EL PROFESOR NUNCA CAMBIE.;esper    nunc cambi;positive;negative
Tiene amplios conocimientos, con ejemplos practicos, muy buenas catedras;tien ampliosconoc   practic  buen catedr;positive;positive
El profesor podría mejorar un poco su pronunciacion;   mejor    pronunciacion;negative;positive
En esta ocasión el profesor actúa de una forma autoritaria y egoista.;  ocasion   actu   form autoritari  egoist;negative;negative
no me gusta la forma en la que se refiere a nosotros de una manera muy agresiva.;no  gust  form     refier  nosotr   maner  agres;negative;negative
creo que deberia de actuar con congruencia a lo que nos trata de inculcar .;cre  deberi  actu  congruenci    nos trat  inculc;negative;negative
Es muy prepotente siempre quiere hacer lo que el dice.;  prepotent siempr quier     dic;negative;positive
El profesor sabe muchísimo sobre su materia.;   muchisim  ;positive;positive
tiene mucho dominio en los temas pero es muy dificil entenderle cuando habla;tien  domini    per   dificil entend  habl;negative;positive
El mejor maestro que tenemos este cuatrimestre, se ve la experiencia que tiene.; mejor     cuatrimestr  ve    tien;positive;positive
EXELENTE PROFESOR, DEBERIAN CONSIDERAR LA CALIDAD DE ESTE PROFESOR PARA LA CONTRATACION DE NUEVOS;exelent  deberi consider  calid      contratacion  nuev;positive;positive
Lo único que no me gusta es que no permite ni salir al baño.; unic  no  gust   no permit ni sal  bañ;negative;positive
Toma muy en serio su materia, nos deja tareas o trabajos en exceso y con muy poco tiempo.;tom   seri   nos dej tar o trabaj  exces    ;negative;negative
Es muy grosero a la hora de hablar, cuando tratas de hablar su tono de voz se eleva.;  groser     habl  trat  habl  tono  voz  elev;negative;positive
CREO QUE ES UNA PERSONA PREPOTENTE Y NO ACEPTA LAS OPINIONES DE LOS ALUMNOS;cre     prepotent  no acept  opinion  ;negative;positive
Es la mejor maestra del mundo.;  mejor   mund;positive;positive
la mejor maestra que he tenido en toda la trayectoria de la universidad.; mejor    ten    trayectori   univers;positive;positive
Excelente maestra, a pesar de su corta edad, alegra las clases, en lo personal;excelent   pes   cort edad alegr     personal;positive;positive
Excelente pero el profesor necesita mas entusiasmo para dar las clases con mas energía.;excelent per   necesit  entusiasm  dar     energ;positive;positive
Me gusta mucho la manera en la que te desengloza los temas y va formando una cadena de conocimiento.; gust   maner     desengloz     form  caden ;positive;positive
Es uno de los mejores maestros que tiene esta universidad y explica a la perfección los temas.;    mejor   tien  univers  explic   perfeccion ;positive;positive
Debe dar las clases con mas energía.;deb dar     energ;negative;negative
buen trabajo y además el profesor es muy guapo;buen        guap;positive;positive
Me agrada mucho que esta al pendiente de cada uno de nosotros y de nuestro desarrollo.; agrad     pendient     nosotr   nuestr desarroll;positive;positive
Deberían de checarlo mas seguido.;deb  chec  segu;negative;negative
mucho ojo con el profesor ya que es muy problemático.; ojo        problemat;negative;negative
ME FASCINA LA CLASE, HE MEJORADO BASTANTE EN ESTE MES QUE HE RECIBIDO SUS CLASES.; fascin    mejor    mes   recib ;positive;positive
Es un profesor comprometido y con responsabilidad hacia su tarea. Más profesores así como el.;   compromet   respons       ;positive;negative
Es un profesor muy cumplido, organizado, respetuoso y ademas hace mas amenas las clases.;    cumpl organiz respetu   hac  amen ;positive;positive
Excelente materia y profesor, muy util para la vida personal y laboral;excelent     util   vid personal  laboral;positive;positive
El maestro tiene muchos puntos de oportunidad como su responsabilidad.;  tien  punt  oportun   respons;negative;neutral
Considero que el profesor hace que la enseñanza se torne cotidiana y metódica.;consider    hac   enseñ  torn cotidian  metod;negative;neutral
La clase es muy repetitiva y lenta su clase, falta más dinamismo en ella para un mejor aprendizaje;    repetit  lent   falt  dinam     mejor;negative;negative
Identifico mucho compromiso y gusto por la docencia de parte de este profesor.;identif  compromis  gust   docenci  part  ;positive;positive
Al profesor solo le falta un poco de autoridad;    falt    autor;negative;negative
TIENE PREFERENCIAS Y LLEGA A SER IMPARCIAL;tien preferent  lleg   imparcial;negative;negative
Muy buena maestra capaz de resolver cualquier duda que tengamos orientándonos hacia la mejor opción; buen  capaz  resolv    teng orient   mejor opcion;positive;positive
excelente maestra y siempre trata de ejemplificar cada una de sus clases para entender mejor.;excelent   siempr trat  ejemplific       entend mejor;positive;positive
UNA MAESTRA EJEMPLAR Y ANTE TODO COMPRENSIBLE CON CADA UNO DE LOS ALUMNOS .;  ejempl    comprens      ;positive;positive
El profesor contesta de manera inadecuada y es muy grosero con sus comentarios.;  contest  maner inadecu    groser  ;negative;negative
El profesor realmente no se sabe expresar frente al grupo, y muchas veces las clases son improvisadas.;  realment no   expres frent     vec    improvis;negative;negative
ES UNA MAESTRA MUY GROCERA, SE DA A LLEVAR DE UNA MANERA MUY INADECUADA.;    grocer  da  llev   maner  inadecu;negative;positive
Las computadoras no son su fortaleza y no conoce los programas de la manera debida.; comput no   fortalez  no conoc  program   maner deb;negative;negative
se nota su interés por informarse y prepararse para impartir la clase.; not  interes  inform  prepar  impart ;positive;positive
es muy grosera, se queja mucho de nosotros pero ella es grosera e incluso a dicho groserias.;  groser  quej   nosotr per   groser    dich groseri;negative;negative
Pésima para impartir la materia de tecnologías de información, es un fraude.;pesim  impart    tecnolog  inform   fraud;negative;positive
SER UN POCO MAS RESPETUOSA MAESTRA PARA QUE NO LE FALTEN EL RESPETO MIS COMPAÑEROS;    respetu    no  falt  respet ;negative;negative
maestra es genial. ella construye mi autoestima. ella saca lo mejor de los alumnos;  genial  constru  autoestim  sac  mejor  ;positive;positive
EXCELENTE PROFESOR, SUPERO MIS EXPECTATIVAS.;excelent  super  expect;positive;positive
Me gustaría verla en el próximo cuatrimestre en mercadotecnia; gust verl   proxim cuatrimestr  mercadotecni;positive;positive
El MAESTRO DEMUESTRA COMPROMISO RESPECTO A SU DOCENCIA Y PROFECIONALISMO.;  demuestr compromis respect   docenci  profecional;positive;positive
El maestro no acepta puntos de vista ni opiniones diferentes a las de el.;  no acept punt  vist ni opinion diferent   ;negative;negative
aporta mucho conocimiento y mucha sabiduria;aport     sabiduri;positive;positive
es un excelente profesor el cual tiene todas las capacidades y ha sido una gran ayuda;  excelent    tien tod  capac   sid   ayud;positive;positive
Es una excelente profesora con buen manejo de su campo, muy dinámica y muestra interés por impartir las clases.;  excelent   buen manej   camp    muestr interes  impart ;positive;positive
Excelente y habla pefectamente la materia en ingles.;excelent  habl pefect   ;positive;positive
muy buen profesor ya que es muy completo en todos los aspectos; buen      complet    aspect;positive;positive
ES BUEN MAESTRO TIENE MUCHOS CONOCIMIENTOS Y APRENDEMOS DE ELLO; buen  tien    aprend  ello;positive;positive
podria decir que es de los mejores profesores que he tenido en todo el transcurso de la carrera.;podri dec     mejor    ten    transcurs   carrer;positive;positive
es una excelente maestra, de gran calidad y con un conocimiento muy elevado.;  excelent    calid      elev;positive;positive
la verdad es una de la mejores maestras que he tenido en mi estancia en la universidad; verd     mejor    ten   estanci   univers;positive;positive
Muy buena maestra, es muy realiza y congruente con lo que dice.; buen    realiz  congruent    dic;positive;positive
Excelente profesor y aplica muy bien lo teórico con lo practico.;excelent   aplic  bien  teoric   practic;positive;positive
Es la peor maestra que jamas haya tenido no sabe dar clase es mas nosotros somos los que damos la clase.;  peor   jam hay ten no  dar    nosotr    dam ;negative;negative
NO TIENE LOS CONOCIMIENTOS NECESARIOS NI SABE COMO ENSEÑAR NI RETENER LA ATENCIÓN DEL GRUPO.;no tien   necesari ni   enseñ ni reten  atencion ;negative;negative
No tiene motivacion por darnos clase;no tien motivacion  darn;negative;negative
Es muy grosera al dar su clase y te trata como si no supieras nada.;  groser  dar     trat  si no sup;negative;positive
me reservo mis pesimos comentarios.; reserv  pes;negative;negative
NO PRONUNCIA BIEN, SE VISTE DE MANERA INADECUADA, ES INJUSTA CON LAS TAREAS.;no pronunci bien  vist  maner inadecu  injust   tar;negative;negative
pésima maestra y se viste de forma inadecuada y exagerada;pesim    vist  form inadecu  exager;negative;negative
MUY MALA MAESTRA; mal;negative;negative
PESIMA MAESTRA;pesim;negative;negative
Toma medidas demasiado estrictas, nos amenaza con reprobarnos.;tom med  estrict nos amenaz  reprob;negative;negative
SE LA PASA EN SU COMPUTADORA Y ESTA TODO EL TIEMPO DE MAL HUMOR, NO TRANSMITE SUS CONOCIMIENTOS, ES GROCERO;  pas   comput       mal humor no transmit    grocer;negative;negative
ES DEMASIADO FLOJO;  floj;negative;negative
No da clase, no nos enseña nada;no da  no nos enseñ;negative;negative
Es grosera e inapropiada la forma en la que se dirige a los alumnos, totalmente carece de profesionalismo.; groser  inapropi  form     dirig    total carec  profesional;negative;negative
NO IMPARTE CLASE. TODO SIN CLASES Y NO EXPLICA.;no impart      no explic;negative;neutral
Nosotro hacemos casi todo su trabajo y eso es cansado.;nosotr  casi       cans;negative;negative
SON MUY AMENAS SUS CLASES;  amen ;negative;positive
El profesor no se presente a clase de una manera adecuada.;  no  present     maner adecu;negative;negative
MANEJA TACTICAS MUY ANTIGUAS QUE NO SIRVEN EN LA ACTUALIDAD PARA NADA;manej tactic  antigu  no sirv   actual ;negative;negative
Su gran experiencia en el campo laboral es sin duda, una ventaja para nosotros.;     camp laboral     ventaj  nosotr;positive;positive
Esta siempre enojado.; siempr enoj;negative;negative
ES UN PROFESOR MUY COMPLETO Y MUY PREPARADO.;    complet   prepar;positive;positive
El profesor hace comentarios acerca de la religión y pues algunas personas nos sentimos ofendidos por los comentarios.;  hac  acerc   religion     nos sent ofend  ;negative;negative
Me encanta su manera de ser. Y me fascina su clase; encant  maner     fascin ;positive;positive
BUENO YO PIENSO QUE A VECES EL PROFESOR NO TIENE IDEA DE LA CLASE.;buen  piens   vec   no tien ide  ;negative;negative
necesitamos mas coherencia y entendimiento en las explicaciones de los temas y que el profesor se informe.;necesit  coherent  entend   explic         inform;negative;positive
